Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct,year
56646293,01/28/2023 04:10:32 PM,01/30/2023 01:25:58 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11218.0,202 OCEAN PARKWAY,OCEAN PARKWAY,PROSPECT EXPRESSWAY EXIT    6 EB,CHURCH AVENUE,PROSPECT EXPRESSWAY EXIT    6 EB,CHURCH AVENUE,ADDRESS,BROOKLYN,OCEAN PARKWAY,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,01/30/2023 10:02:40 AM,12 BROOKLYN,3053380017.0,BROOKLYN,991267.0,174297.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.645078859624114,-73.97471435623122,"(40.645078859624114, -73.97471435623122)",17620.0,2.0,2.0,27.0,39.0,39.0,2023
56643588,01/28/2023 03:09:43 PM,01/31/2023 01:05:23 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10467.0,CARLISLE PLACE,CARLISLE PLACE,CARLISLE PLACE,EAST  213 STREET,CARLISLE PLACE,EAST  213 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/28/2023 08:44:09 PM,12 BRONX,,BRONX,1022132.0,259405.0,PHONE,Unspecified,BRONX,,,,,,,,40.87859976144397,-73.86301334344822,"(40.87859976144397, -73.86301334344822)",11605.0,29.0,5.0,2.0,30.0,30.0,2023
56647869,01/28/2023 02:48:48 PM,01/31/2023 01:04:24 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10467.0,751 EAST  213 STREET,EAST  213 STREET,CARLISLE PLACE,BARNES AVENUE,CARLISLE PLACE,BARNES AVENUE,ADDRESS,BRONX,EAST  213 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/28/2023 08:45:41 PM,12 BRONX,2046610087.0,BRONX,1022201.0,259385.0,PHONE,Unspecified,BRONX,,,,,,,,40.87854457127611,-73.86276394342731,"(40.87854457127611, -73.86276394342731)",11605.0,29.0,5.0,2.0,30.0,30.0,2023
56645137,01/28/2023 02:30:20 PM,01/30/2023 01:26:12 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11218.0,515 OCEAN PARKWAY,OCEAN PARKWAY,DITMAS AVENUE,AVENUE F,DITMAS AVENUE,AVENUE F,ADDRESS,BROOKLYN,OCEAN PARKWAY,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,01/30/2023 10:01:31 AM,12 BROOKLYN,,BROOKLYN,991851.0,170822.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63554024726735,-73.97261383687226,"(40.63554024726735, -73.97261383687226)",17620.0,2.0,2.0,27.0,39.0,39.0,2023
56643396,01/28/2023 01:10:53 PM,01/28/2023 01:22:26 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Highway,,,,,,,,,,,,Closed,,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,01/28/2023 01:22:26 PM,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,Prospect Expwy,Eastbound/To Ocean Pkwy,Ramp,Entrance Prospect Expwy,,,,,,,,,,2023
56647640,01/28/2023 12:48:47 PM,01/30/2023 01:26:27 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11218.0,CHURCH AVENUE,CHURCH AVENUE,CHURCH AVENUE,PROSPECT EXPRESSWAY,CHURCH AVENUE,PROSPECT EXPRESSWAY,INTERSECTION,,,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,01/30/2023 10:00:26 AM,12 BROOKLYN,,BROOKLYN,991348.0,174237.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6449141080179,-73.97442253721438,"(40.6449141080179, -73.97442253721438)",17620.0,2.0,2.0,27.0,39.0,39.0,2023
56645597,01/28/2023 09:59:27 AM,01/30/2023 01:25:47 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11218.0,531 CHURCH AVENUE,CHURCH AVENUE,EAST    5 STREET,OCEAN PARKWAY,EAST    5 STREET,OCEAN PARKWAY,ADDRESS,BROOKLYN,CHURCH AVENUE,,Closed,,The Department of Sanitation removed the items.,01/30/2023 09:58:58 AM,12 BROOKLYN,3053380019.0,BROOKLYN,991100.0,174101.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64454101262502,-73.97531633696515,"(40.64454101262502, -73.97531633696515)",17620.0,2.0,2.0,27.0,39.0,39.0,2023
56638607,01/27/2023 09:57:59 PM,02/01/2023 10:10:30 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11436.0,145-39 133 AVENUE,133 AVENUE,INWOOD STREET,146 STREET,INWOOD STREET,146 STREET,ADDRESS,JAMAICA,133 AVENUE,,Closed,,The Department of Sanitation removed the items.,01/28/2023 10:55:14 AM,12 QUEENS,4120820126.0,QUEENS,1041560.0,183012.0,PHONE,Unspecified,QUEENS,,,,,,,,40.66881691093936,-73.7934106733117,"(40.668816910939356, -73.7934106733117)",24671.0,41.0,3.0,46.0,71.0,71.0,2023
56640548,01/27/2023 06:32:53 PM,02/01/2023 10:50:53 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11366.0,170 STREET,170 STREET,170 STREET,UNION TURNPIKE,170 STREET,UNION TURNPIKE,INTERSECTION,,,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/28/2023 09:26:19 PM,08 QUEENS,,QUEENS,1040110.0,202942.0,PHONE,Unspecified,QUEENS,,,,,,,,40.72352925135993,-73.79847228699745,"(40.72352925135993, -73.79847228699745)",14508.0,25.0,3.0,24.0,65.0,65.0,2023
56636150,01/27/2023 05:31:03 PM,01/30/2023 01:45:48 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11372.0,35 AVENUE,35 AVENUE,35 AVENUE,75 STREET,35 AVENUE,75 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/27/2023 05:31:13 PM,03 QUEENS,,QUEENS,1014398.0,212942.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75110175065585,-73.89118925153366,"(40.75110175065585, -73.89118925153366)",14783.0,65.0,3.0,5.0,73.0,73.0,2023
56641465,01/27/2023 05:26:26 PM,02/01/2023 10:56:26 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11417.0,105-14 88 STREET,88 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,OZONE PARK,88 STREET,,Closed,,The Department of Sanitation cleaned the location.,01/28/2023 01:58:45 AM,10 QUEENS,4091500015.0,QUEENS,1025710.0,186905.0,PHONE,Unspecified,QUEENS,,,,,,,,40.67959071836584,-73.85052218728045,"(40.67959071836584, -73.85052218728045)",24013.0,62.0,3.0,41.0,64.0,64.0,2023
56637437,01/27/2023 05:11:22 PM,01/30/2023 01:45:39 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11372.0,75-05 35 AVENUE,35 AVENUE,75 STREET,76 STREET,75 STREET,76 STREET,ADDRESS,JACKSON HEIGHTS,35 AVENUE,,Unspecified,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/27/2023 05:11:34 PM,03 QUEENS,4012620034.0,QUEENS,1014443.0,212951.0,PHONE,Unspecified,QUEENS,,,,,,,,40.7511262998224,-73.8910267964155,"(40.7511262998224, -73.8910267964155)",14783.0,65.0,3.0,5.0,73.0,73.0,2023
56640077,01/27/2023 03:02:49 PM,01/30/2023 01:45:54 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11372.0,75-03 35 AVENUE,35 AVENUE,75 STREET,76 STREET,75 STREET,76 STREET,ADDRESS,JACKSON HEIGHTS,35 AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/27/2023 08:46:50 PM,03 QUEENS,4012620034.0,QUEENS,1014440.0,212951.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75112631006548,-73.89103762406671,"(40.75112631006548, -73.89103762406671)",14783.0,65.0,3.0,5.0,73.0,73.0,2023
56642017,01/27/2023 02:29:27 PM,01/30/2023 01:45:38 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11372.0,75-05 35 AVENUE,35 AVENUE,75 STREET,76 STREET,75 STREET,76 STREET,ADDRESS,JACKSON HEIGHTS,35 AVENUE,,Unspecified,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/27/2023 02:29:35 PM,03 QUEENS,4012620034.0,QUEENS,1014443.0,212951.0,PHONE,Unspecified,QUEENS,,,,,,,,40.7511262998224,-73.8910267964155,"(40.7511262998224, -73.8910267964155)",14783.0,65.0,3.0,5.0,73.0,73.0,2023
56640874,01/27/2023 12:38:10 PM,01/30/2023 01:45:27 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11372.0,35-35 75 STREET,75 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,75 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/27/2023 01:29:41 PM,03 QUEENS,4012750045.0,QUEENS,1014419.0,212815.0,PHONE,Unspecified,QUEENS,,,,,,,,40.750753096393005,-73.89111402777131,"(40.750753096393005, -73.89111402777131)",14783.0,65.0,3.0,5.0,73.0,73.0,2023
56640163,01/27/2023 12:25:50 PM,01/30/2023 01:45:38 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11372.0,75-05 35 AVENUE,35 AVENUE,75 STREET,76 STREET,75 STREET,76 STREET,ADDRESS,JACKSON HEIGHTS,35 AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/27/2023 01:30:49 PM,03 QUEENS,4012620034.0,QUEENS,1014443.0,212951.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.7511262998224,-73.8910267964155,"(40.7511262998224, -73.8910267964155)",14783.0,65.0,3.0,5.0,73.0,73.0,2023
56636732,01/27/2023 10:25:02 AM,01/31/2023 07:22:00 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11207.0,1002 VANSICLEN AVENUE,VANSICLEN AVENUE,COZINE AVENUE,FLATLANDS AVENUE,COZINE AVENUE,FLATLANDS AVENUE,ADDRESS,BROOKLYN,VAN SICLEN AVENUE,,Closed,,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,01/28/2023 10:38:49 AM,05 BROOKLYN,3044190069.0,BROOKLYN,1016878.0,178178.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.655674029495,-73.8824068334478,"(40.655674029494996, -73.8824068334478)",17214.0,45.0,2.0,25.0,47.0,47.0,2023
56638455,01/27/2023 03:14:52 AM,01/30/2023 01:45:47 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11372.0,35 AVENUE,35 AVENUE,35 AVENUE,75 STREET,35 AVENUE,75 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/27/2023 01:31:39 PM,03 QUEENS,,QUEENS,1014398.0,212942.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75110175065585,-73.89118925153366,"(40.75110175065585, -73.89118925153366)",14783.0,65.0,3.0,5.0,73.0,73.0,2023
56628080,01/26/2023 08:39:56 PM,01/28/2023 11:39:27 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11234.0,2017 EAST   61 STREET,EAST   61 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   61 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/27/2023 11:51:58 AM,18 BROOKLYN,3084040035.0,BROOKLYN,1007572.0,163759.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61612636173002,-73.91599599691915,"(40.61612636173002, -73.91599599691915)",13825.0,5.0,2.0,8.0,38.0,38.0,2023
56628821,01/26/2023 03:39:05 PM,02/04/2023 01:32:46 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Highway,,,,,,,,,,,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/27/2023 02:41:11 AM,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,BQE/Gowanus Expwy,East/Queens Bound,Roadway,Brooklyn Br (Exit 28B) - Manhattan Br (Exit 29A),,,,,,,,,,2023
56623300,01/25/2023 12:29:21 PM,01/26/2023 03:15:36 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11436.0,145-11 SUTTER AVENUE,SUTTER AVENUE,INWOOD STREET,146 STREET,INWOOD STREET,146 STREET,ADDRESS,JAMAICA,SUTTER AVENUE,,Closed,,The Department of Sanitation removed the items.,01/26/2023 12:47:01 AM,12 QUEENS,4120640070.0,QUEENS,1041803.0,184130.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.67188398600955,-73.7925251722626,"(40.67188398600955, -73.7925251722626)",24671.0,41.0,3.0,46.0,71.0,71.0,2023
56608912,01/24/2023 09:39:19 AM,01/26/2023 02:48:56 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11355.0,132-33 58 AVENUE,58 AVENUE,LAWRENCE STREET,134 STREET,LAWRENCE STREET,134 STREET,ADDRESS,FLUSHING,58 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,01/26/2023 01:11:49 AM,07 QUEENS,4063590036.0,QUEENS,1030533.0,211109.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.746000904024456,-73.83296722699029,"(40.746000904024456, -73.83296722699029)",14190.0,22.0,3.0,3.0,67.0,67.0,2023
56615559,01/24/2023 07:08:42 AM,02/01/2023 11:00:56 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11435.0,85 DRIVE,85 DRIVE,85 DRIVE,144 STREET,85 DRIVE,144 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/25/2023 03:06:35 PM,08 QUEENS,,QUEENS,1036252.0,197674.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70909340697238,-73.81243155503255,"(40.70909340697238, -73.81243155503255)",24670.0,25.0,3.0,24.0,65.0,65.0,2023
56615689,01/24/2023 01:08:41 AM,01/26/2023 10:08:09 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10469.0,BRONXWOOD AVENUE,BRONXWOOD AVENUE,BRONXWOOD AVENUE,CHESTNUT STREET,BRONXWOOD AVENUE,CHESTNUT STREET,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,01/24/2023 10:59:30 AM,12 BRONX,,BRONX,1022597.0,257192.0,PHONE,Unspecified,BRONX,,,,,,,,40.87252375830229,-73.861344507617,"(40.87252375830229, -73.861344507617)",11605.0,29.0,5.0,2.0,30.0,30.0,2023
56605745,01/23/2023 10:02:51 PM,01/24/2023 01:52:09 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11385.0,60 LANE,60 LANE,60 LANE,CATALPA AVENUE,60 LANE,CATALPA AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,01/24/2023 06:51:55 AM,05 QUEENS,,QUEENS,1012629.0,195566.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70341475142703,-73.89764723252118,"(40.703414751427026, -73.89764723252118)",15310.0,54.0,3.0,34.0,62.0,62.0,2023
56600558,01/23/2023 08:02:33 AM,01/26/2023 02:56:56 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11365.0,193-04 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,190 STREET,194 STREET,190 STREET,194 STREET,ADDRESS,FRESH MEADOWS,HORACE HARDING EXPRESSWAY,,Closed,,The Department of Sanitation collected the requested items.,01/23/2023 09:55:14 PM,08 QUEENS,4071170189.0,QUEENS,1044428.0,209548.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74163272283519,-73.78283509281182,"(40.741632722835185, -73.78283509281182)",14507.0,25.0,3.0,16.0,65.0,65.0,2023
56592673,01/22/2023 05:30:43 PM,01/23/2023 02:16:46 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11212.0,598 SACKMAN STREET,SACKMAN STREET,LIVONIA AVENUE,RIVERDALE AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,ADDRESS,BROOKLYN,SACKMAN STREET,,Closed,,The Department of Sanitation removed the items.,01/23/2023 05:40:40 AM,16 BROOKLYN,3038120132.0,BROOKLYN,1011119.0,180774.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.662818821305166,-73.90315223389713,"(40.662818821305166, -73.90315223389713)",17614.0,55.0,2.0,25.0,46.0,46.0,2023
56593055,01/22/2023 04:42:27 PM,01/23/2023 02:37:57 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10310.0,5 JONES PLACE,JONES PLACE,BEMENT AVENUE,DEAD END,BEMENT AVENUE,DEAD END,ADDRESS,STATEN ISLAND,JONES PLACE,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,01/23/2023 04:25:40 AM,01 STATEN ISLAND,5002860094.0,STATEN ISLAND,953481.0,168065.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.62792269181708,-74.11084711054849,"(40.62792269181708, -74.11084711054849)",10697.0,4.0,1.0,13.0,74.0,74.0,2023
56597598,01/22/2023 02:45:51 PM,01/23/2023 02:37:44 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10302.0,395 JEWETT AVENUE,JEWETT AVENUE,HAUGHWOUT AVENUE,FOREST AVENUE,HAUGHWOUT AVENUE,FOREST AVENUE,ADDRESS,STATEN ISLAND,JEWETT AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/22/2023 02:46:01 PM,01 STATEN ISLAND,5002380235.0,STATEN ISLAND,947874.0,167796.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.627163094969255,-74.1310451763155,"(40.627163094969255, -74.1310451763155)",10370.0,4.0,1.0,13.0,74.0,74.0,2023
56593784,01/22/2023 02:13:32 PM,01/23/2023 02:37:52 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10310.0,BEMENT AVENUE,BEMENT AVENUE,BEMENT AVENUE,JONES PLACE,BEMENT AVENUE,JONES PLACE,INTERSECTION,,,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,01/23/2023 04:24:22 AM,01 STATEN ISLAND,,STATEN ISLAND,953436.0,168055.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.62789508753059,-74.11100917983603,"(40.62789508753059, -74.11100917983603)",10697.0,4.0,1.0,13.0,74.0,74.0,2023
56593645,01/22/2023 02:00:07 PM,01/23/2023 02:38:07 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10310.0,560 BEMENT AVENUE,BEMENT AVENUE,MORRISON AVENUE,EAST RALEIGH AVENUE,MORRISON AVENUE,EAST RALEIGH AVENUE,ADDRESS,STATEN ISLAND,BEMENT AVENUE,,Closed,,The Department of Sanitation removed the items.,01/23/2023 10:50:14 AM,01 STATEN ISLAND,5003000182.0,STATEN ISLAND,953423.0,168168.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.62820520326717,-74.11105652913254,"(40.62820520326717, -74.11105652913254)",10697.0,4.0,1.0,13.0,74.0,74.0,2023
56594553,01/22/2023 12:59:07 PM,01/24/2023 03:49:19 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11209.0,161 78 STREET,78 STREET,COLONIAL ROAD,RIDGE BOULEVARD,COLONIAL ROAD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,78 STREET,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,01/24/2023 12:20:19 PM,10 BROOKLYN,3059580055.0,BROOKLYN,975232.0,168879.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63020579507798,-74.03248897253536,"(40.63020579507798, -74.03248897253536)",17216.0,10.0,2.0,44.0,41.0,41.0,2023
56596986,01/22/2023 12:56:32 PM,01/24/2023 03:49:20 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11209.0,161 78 STREET,78 STREET,COLONIAL ROAD,RIDGE BOULEVARD,COLONIAL ROAD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,78 STREET,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,01/24/2023 12:20:19 PM,10 BROOKLYN,3059580055.0,BROOKLYN,975232.0,168879.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63020579507798,-74.03248897253536,"(40.63020579507798, -74.03248897253536)",17216.0,10.0,2.0,44.0,41.0,41.0,2023
56596738,01/22/2023 12:30:29 PM,01/23/2023 02:37:44 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10302.0,395 JEWETT AVENUE,JEWETT AVENUE,HAUGHWOUT AVENUE,FOREST AVENUE,HAUGHWOUT AVENUE,FOREST AVENUE,ADDRESS,STATEN ISLAND,JEWETT AVENUE,,Unspecified,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/22/2023 12:30:37 PM,01 STATEN ISLAND,5002380235.0,STATEN ISLAND,947874.0,167796.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.627163094969255,-74.1310451763155,"(40.627163094969255, -74.1310451763155)",10370.0,4.0,1.0,13.0,74.0,74.0,2023
56592311,01/22/2023 12:28:59 PM,01/24/2023 03:49:21 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11209.0,161 78 STREET,78 STREET,COLONIAL ROAD,RIDGE BOULEVARD,COLONIAL ROAD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,78 STREET,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,01/24/2023 12:20:19 PM,10 BROOKLYN,3059580055.0,BROOKLYN,975232.0,168879.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63020579507798,-74.03248897253536,"(40.63020579507798, -74.03248897253536)",17216.0,10.0,2.0,44.0,41.0,41.0,2023
56592937,01/22/2023 10:52:40 AM,01/24/2023 03:49:18 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11209.0,161 78 STREET,78 STREET,COLONIAL ROAD,RIDGE BOULEVARD,COLONIAL ROAD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,78 STREET,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,01/24/2023 09:54:21 AM,10 BROOKLYN,3059580055.0,BROOKLYN,975232.0,168879.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63020579507798,-74.03248897253536,"(40.63020579507798, -74.03248897253536)",17216.0,10.0,2.0,44.0,41.0,41.0,2023
56595407,01/22/2023 10:46:46 AM,01/23/2023 01:26:24 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11210.0,1155 EAST   21 STREET,EAST   21 STREET,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,BROOKLYN,EAST   21 STREET,,Closed,,The Department of Sanitation removed the items.,01/23/2023 12:24:02 AM,14 BROOKLYN,3076030035.0,BROOKLYN,996686.0,167005.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62505792099287,-73.95520052030031,"(40.625057920992866, -73.95520052030031)",17217.0,60.0,2.0,26.0,43.0,43.0,2023
56593873,01/22/2023 10:43:27 AM,01/23/2023 02:37:43 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10302.0,395 JEWETT AVENUE,JEWETT AVENUE,HAUGHWOUT AVENUE,FOREST AVENUE,HAUGHWOUT AVENUE,FOREST AVENUE,ADDRESS,STATEN ISLAND,JEWETT AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/22/2023 10:43:38 AM,01 STATEN ISLAND,5002380235.0,STATEN ISLAND,947874.0,167796.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.627163094969255,-74.1310451763155,"(40.627163094969255, -74.1310451763155)",10370.0,4.0,1.0,13.0,74.0,74.0,2023
56595268,01/22/2023 10:42:10 AM,01/23/2023 02:41:57 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11418.0,89-45 121 STREET,121 STREET,89 AVENUE,91 AVENUE,89 AVENUE,91 AVENUE,ADDRESS,RICHMOND HILL,121 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/23/2023 01:26:34 PM,09 QUEENS,4093750034.0,QUEENS,1032177.0,193329.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69719043676282,-73.82716074621972,"(40.697190436762824, -73.82716074621972)",24014.0,46.0,3.0,28.0,60.0,60.0,2023
56596983,01/22/2023 10:06:33 AM,01/24/2023 03:47:08 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11209.0,78 STREET,78 STREET,78 STREET,RIDGE BOULEVARD,78 STREET,RIDGE BOULEVARD,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,01/24/2023 09:52:21 AM,10 BROOKLYN,,BROOKLYN,975545.0,168779.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62993162931322,-74.03136120466266,"(40.62993162931322, -74.03136120466266)",17216.0,10.0,2.0,44.0,41.0,41.0,2023
56593903,01/22/2023 08:16:17 AM,01/23/2023 01:26:14 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11210.0,1161 EAST   21 STREET,EAST   21 STREET,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,BROOKLYN,EAST   21 STREET,,Closed,,The Department of Sanitation removed the items.,01/23/2023 12:26:39 AM,14 BROOKLYN,3076030033.0,BROOKLYN,996691.0,166966.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62495086716136,-73.95518258017094,"(40.62495086716136, -73.95518258017094)",17217.0,60.0,2.0,26.0,43.0,43.0,2023
56589609,01/21/2023 08:42:17 PM,01/23/2023 02:42:12 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10312.0,1525 ARTHUR KILL ROAD,ARTHUR KILL ROAD,ILYSSA WAY,MULDOON AVENUE,ILYSSA WAY,MULDOON AVENUE,ADDRESS,STATEN ISLAND,ARTHUR KILL ROAD,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/23/2023 01:21:14 PM,03 STATEN ISLAND,5059000039.0,STATEN ISLAND,931300.0,144371.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.5627827802016,-74.19056955254487,"(40.5627827802016, -74.19056955254487)",10699.0,15.0,1.0,9.0,77.0,77.0,2023
56590413,01/21/2023 11:06:39 AM,01/23/2023 02:37:42 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10302.0,395 JEWETT AVENUE,JEWETT AVENUE,HAUGHWOUT AVENUE,FOREST AVENUE,HAUGHWOUT AVENUE,FOREST AVENUE,ADDRESS,STATEN ISLAND,JEWETT AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/21/2023 08:26:13 PM,01 STATEN ISLAND,5002380235.0,STATEN ISLAND,947874.0,167796.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.627163094969255,-74.1310451763155,"(40.627163094969255, -74.1310451763155)",10370.0,4.0,1.0,13.0,74.0,74.0,2023
